journal,year,command,num_datasets
internationalinteractions,2018,reg3hdfe,1
internationalinteractions,2018,regress,21
internationalinteractions,2018,relogit,2
internationalinteractions,2018,spreg,1
internationalinteractions,2018,stcox,7
internationalinteractions,2018,streg,4
internationalinteractions,2018,sureg,2
internationalinteractions,2018,svar,1
internationalinteractions,2018,tobit,4
internationalinteractions,2018,var,1
internationalinteractions,2018,xtabond,1
internationalinteractions,2018,xtabond2,3
internationalinteractions,2018,xtgee,2
internationalinteractions,2018,xtgls,2
internationalinteractions,2018,xtivreg,1
internationalinteractions,2018,xtivreg2,1
internationalinteractions,2018,xtlogit,5
internationalinteractions,2018,xtmelogit,2
internationalinteractions,2018,xtnbreg,3
internationalinteractions,2018,xtpcse,6
internationalinteractions,2018,xtreg,14
internationalinteractions,2018,xtregar,1
internationalinteractions,2018,zinb,2
internationalinteractions,2019,cmp,1
internationalinteractions,2019,probit,2
internationalinteractions,2019,regress,3
internationalinteractions,2019,xtreg,1
internationalinteractions,2019,xtregar,1
ipsr-risp,2015,regress,3
ipsr-risp,2015,xtmixed,1
ipsr-risp,2016,logit,1
ipsr-risp,2016,mlogit,2
ipsr-risp,2016,nbreg,1
ipsr-risp,2016,regress,2
ipsr-risp,2016,xtmelogit,1
ipsr-risp,2016,xtmixed,2
ipsr-risp,2016,xtreg,1
ipsr-risp,2017,clogit,1
ipsr-risp,2017,logit,2
ipsr-risp,2017,mlogit,1
ipsr-risp,2017,ologit,1
ipsr-risp,2017,regress,3
ipsr-risp,2018,glm,1
ipsr-risp,2018,logit,3
ipsr-risp,2018,regress,3
ipsr-risp,2018,sem,1
ipsr-risp,2018,xtgee,1
ipsr-risp,2018,xtgls,1
ipsr-risp,2018,xtmixed,1
ipsr-risp,2018,xtpcse,1
ipsr-risp,2018,xtreg,1
ipsr-risp,2019,outreg,1
ipsr-risp,2019,xtlogit,1
ipsr-risp,2019,xtpcse,1
ipsr-risp,2019,xtreg,1
isq,2007,areg,2
isq,2007,biprobit,1
isq,2007,btscs,2
isq,2007,estsimp,2
isq,2007,heckprob,2
isq,2007,ivreg,1
isq,2007,logit,2
isq,2007,probit,2
isq,2007,regress,2
isq,2007,rreg,1
isq,2007,stcox,1
isq,2007,xtgee,2
isq,2007,xtlogit,2
isq,2007,xtnbreg,1
isq,2007,xtpcse,3
isq,2008,heckman,1
isq,2008,logit,2
isq,2008,mlogit,1
isq,2008,ologit,3
isq,2008,oprobit,4
isq,2008,outreg,2
isq,2008,regress,3
isq,2008,stcox,1
isq,2008,streg,1
isq,2008,xtgee,3
isq,2008,xtgls,1
isq,2008,xtlogit,1
isq,2008,xtpcse,4
isq,2008,xtregar,1
isq,2009,estsimp,2
isq,2009,heckprob,1
isq,2009,ivreg,1
isq,2009,mlogit,1
isq,2009,oprobit,1
isq,2009,probit,2
isq,2009,regress,1
isq,2009,stcox,1
isq,2009,xtpcse,2
isq,2017,anova,1
isq,2017,areg,1
isq,2017,bootstrap:xtmixed,1
isq,2017,btscs,2
isq,2017,clogit,1
isq,2017,cmp,1
isq,2017,estsimp,8
isq,2017,gllamm,3
isq,2017,glm,2
isq,2017,heckman,2
isq,2017,heckprob,2
isq,2017,heckprobit,1
isq,2017,impute,2
isq,2017,ivreg,1
isq,2017,ivreg2,1
isq,2017,ivtobit,1
isq,2017,logit,15
isq,2017,mlogit,1
isq,2017,nbreg,8
isq,2017,ologit,2
isq,2017,oprobit,4
isq,2017,outreg,1
isq,2017,probit,11
isq,2017,psmatch2,1
isq,2017,reg3,1
isq,2017,regress,21
isq,2017,relogit,2
isq,2017,rreg,2
isq,2017,sem,1
isq,2017,stcox,8
isq,2017,streg,3
isq,2017,tobit,1
isq,2017,xtabond,1
isq,2017,xtabond2,1
isq,2017,xtgee,5
isq,2017,xtgls,1
isq,2017,xtivreg,3
isq,2017,xtivreg2,1
isq,2017,xtlogit,6
isq,2017,xtmixed,2
isq,2017,xtnbreg,1
isq,2017,xtpcse,4
isq,2017,xtprobit,2
isq,2017,xtreg,17
isq,2017,xtregar,2
isq,2017,zinb,1
isq,2018,anova,1
isq,2018,areg,4
isq,2018,biprobit,2
isq,2018,bootstrap:ologit,1
isq,2018,bootstrap:oprobit,1
isq,2018,bootstrap:psmatch2,1
isq,2018,bootstrap:stcox,1
isq,2018,btscs,8
isq,2018,clogit,2
isq,2018,cmp,2
isq,2018,estsimp,20
isq,2018,firthlogit,3
isq,2018,glm,1
isq,2018,heckman,3
isq,2018,heckprob,6
isq,2018,hetprob,1
isq,2018,ivprobit,2
isq,2018,ivreg2,3
isq,2018,logistic,1
isq,2018,logit,52
isq,2018,meoprobit,1
isq,2018,meqrlogit,1
isq,2018,ml,1
isq,2018,mlogit,9
isq,2018,mprobit,1
isq,2018,nbreg,14
isq,2018,newey,2
isq,2018,ologit,7
isq,2018,oprobit,13
isq,2018,outreg,4
isq,2018,poisson,5
isq,2018,powerreg,1
isq,2018,probit,24
isq,2018,psmatch2,2
isq,2018,rc_spline,2
isq,2018,reg2hdfe,1
isq,2018,reg3,4
isq,2018,reghdfe,1
isq,2018,regress,50
isq,2018,relogit,8
isq,2018,rologit,1
isq,2018,sem,1
isq,2018,stcox,18
isq,2018,streg,14
isq,2018,sureg,1
isq,2018,tobit,4
isq,2018,version:xtivreg2,1
isq,2018,xtabond2,5
isq,2018,xtgee,5
isq,2018,xtgls,1
isq,2018,xtivreg,2
isq,2018,xtivreg2,5
isq,2018,xtlogit,7
isq,2018,xtmelogit,1
isq,2018,xtmixed,1
isq,2018,xtnbreg,3
isq,2018,xtpcse,17
isq,2018,xtpoisson,1
isq,2018,xtprobit,3
isq,2018,xtreg,28
isq,2018,xttobit,1
isq,2018,zinb,2
isq,2019,estsimp,2
isq,2019,heckman,1
isq,2019,logit,5
isq,2019,ologit,1
isq,2019,oprobit,1
isq,2019,probit,1
isq,2019,regress,4
isq,2019,stcox,1
isq,2019,xtivreg2,1
isq,2019,xtpcse,1
isq,2019,xtreg,2
isq,2019,zinb,1
jhr,2014,ologit,1
jhr,2014,xtpcse,1
jhr,2015,ivregress,1
jhr,2015,newey,1
jhr,2015,regress,1
jhr,2015,xtgls,1
jhr,2016,ivreg2,1
jhr,2016,melogit,1
jhr,2016,meologit,1
jhr,2016,mlogit,1
jhr,2016,ologit,2
jhr,2016,regress,1
jhr,2016,xtreg,1
jhr,2016,zinb,1
jhr,2017,regress,1
jhr,2017,xtmixed,1
jhr,2017,xtnbreg,1
jhr,2018,mixed,1
jhr,2018,regress,1
jop,2015,DCdensity,1
jop,2015,anova,1
jop,2015,areg,4
jop,2015,biprobit,1
jop,2015,btscs,1
jop,2015,clogit,1
jop,2015,glm,1
jop,2015,gsem,1
jop,2015,heckman,1
jop,2015,heckprob,1
jop,2015,heckprobit,1
jop,2015,impute,1
jop,2015,ivprobit,2
jop,2015,ivreg2,2
jop,2015,ivregress,2
jop,2015,logit,15
jop,2015,meologit,1
jop,2015,ml,2
jop,2015,mlogit,3
jop,2015,mprobit,1
jop,2015,nbreg,2
jop,2015,ologit,3
jop,2015,probit,4
jop,2015,psmatch2,1
jop,2015,rdrobust,3
jop,2015,regress,18
jop,2015,sem,1
jop,2015,stcox,3
jop,2015,streg,1
jop,2015,svy:mlogit,1
jop,2015,svy:oprobit,1
jop,2015,svy:probit,1
jop,2015,svy:regress,1
jop,2015,xtivreg2,1
jop,2015,xtlogit,3
jop,2015,xtmelogit,2
jop,2015,xtmixed,1
jop,2015,xtnbreg,1
jop,2015,xtreg,4
jop,2016,areg,5
jop,2016,bootstrap:reghdfe,1
jop,2016,bootstrap:regress,1
jop,2016,bootstrap:xtreg,2
jop,2016,cgmlogit,1
jop,2016,cgmreg,1
jop,2016,clogit,1
jop,2016,estsimp,2
jop,2016,firthlogit,1
jop,2016,gllamm,1
jop,2016,glm,1
jop,2016,impute,1
jop,2016,ivprobit,1
jop,2016,ivreg,1
jop,2016,ivreg2,3
jop,2016,ivregress,1
jop,2016,logit,15
jop,2016,mlogit,3
jop,2016,mprobit,1
jop,2016,nbreg,3
jop,2016,ologit,5
jop,2016,outreg,1
jop,2016,poisson,1
jop,2016,probit,7
jop,2016,psmatch2,1
jop,2016,rd,1
jop,2016,rdrobust,1
jop,2016,reghdfe,1
jop,2016,regress,26
jop,2016,stcox,3
jop,2016,xtabond,1
jop,2016,xtabond2,1
jop,2016,xtgls,1
jop,2016,xtivreg2,2
jop,2016,xtmixed,4
jop,2016,xtnbreg,1
jop,2016,xtpcse,1
jop,2016,xtprobit,1
jop,2016,xtreg,5
jop,2016,zinb,1
jop,2017,anova,1
jop,2017,areg,8
jop,2017,estsimp,4
jop,2017,glm,1
jop,2017,heckprob,1
jop,2017,impute,2
jop,2017,ivprobit,1
jop,2017,ivreg2,2
jop,2017,ivregress,3
jop,2017,logit,16
jop,2017,meqrlogit,1
jop,2017,mixed,2
jop,2017,ml,1
jop,2017,mlogit,1
jop,2017,nbreg,3
jop,2017,ologit,8
jop,2017,oprobit,1
jop,2017,outreg,2
jop,2017,poisson,1
jop,2017,probit,6
jop,2017,reghdfe,1
jop,2017,regress,43
jop,2017,relogit,1
jop,2017,stcox,3
jop,2017,streg,1
jop,2017,sureg,1
jop,2017,tlogit,1
jop,2017,tobit,1
jop,2017,xtivreg2,1
jop,2017,xtlogit,4
jop,2017,xtmelogit,2
jop,2017,xtmixed,1
jop,2017,xtpcse,2
jop,2017,xtreg,8
jop,2018,DCdensity,1
jop,2018,areg,5
jop,2018,btscs,1
jop,2018,cgmreg,2
jop,2018,clogit,1
jop,2018,dprobit,1
jop,2018,eivreg,1
jop,2018,estsimp,3
jop,2018,glm,2
jop,2018,gologit2,1
jop,2018,heckman,1
jop,2018,heckprob,1
jop,2018,heckprobit,1
jop,2018,impute,2
jop,2018,interflex,1
jop,2018,ivprobit,2
jop,2018,ivreg,1
jop,2018,ivreg2,4
jop,2018,ivregress,2
jop,2018,logit,19
jop,2018,melogit,3
jop,2018,meologit,1
jop,2018,meoprobit,1
jop,2018,meprobit,1
jop,2018,meqrlogit,1
jop,2018,mixed,1
jop,2018,mixlogit,1
jop,2018,ml,1
jop,2018,mlogit,9
jop,2018,nbreg,2
jop,2018,ologit,6
jop,2018,oprobit,4
jop,2018,outreg,1
jop,2018,probit,10
jop,2018,psmatch2,1
jop,2018,reghdfe,3
jop,2018,regress,52
jop,2018,sem,2
jop,2018,stcox,3
jop,2018,streg,2
jop,2018,sureg,2
jop,2018,svy:oprobit,3
jop,2018,svy:probit,2
jop,2018,svy:regress,5
jop,2018,tobit,3
jop,2018,xtabond,1
jop,2018,xtabond2,1
jop,2018,xtgls,1
jop,2018,xtivreg2,1
jop,2018,xtlogit,2
jop,2018,xtmixed,1
jop,2018,xtpcse,2
jop,2018,xtreg,14
jop,2019,DCdensity,1
jop,2019,areg,3
jop,2019,bootstrap:logit,1
jop,2019,bootstrap:ologit,1
jop,2019,bootstrap:regress,1
jop,2019,clogit,1
jop,2019,edvreg,1
jop,2019,eivreg,1
jop,2019,estsimp,1
jop,2019,glm,1
jop,2019,gmm,2
jop,2019,interflex,1
jop,2019,ivregress,1
jop,2019,logit,10
jop,2019,melogit,1
jop,2019,mixed,3
jop,2019,mlogit,2
jop,2019,nbreg,2
jop,2019,nl,1
jop,2019,ologit,5
jop,2019,rd,1
jop,2019,rdrobust,1
jop,2019,reghdfe,1
jop,2019,regress,25
jop,2019,rologit,1
jop,2019,sem,1
jop,2019,svy:logit,1
jop,2019,svy:regress,1
jop,2019,xtlogit,3
jop,2019,xtmelogit,1
jop,2019,xtmixed,4
jop,2019,xtnbreg,1
jop,2019,xtpcse,1
jop,2019,xtreg,4
jop,2019,zinb,1
jpr,2000,stcox,1
jpr,2002,dprobit,2
jpr,2002,impute,1
jpr,2002,oprobit,1
jpr,2002,reg3,1
jpr,2002,regress,2
jpr,2002,relogit,1
jpr,2003,regress,1
jpr,2004,mlogit,1
jpr,2004,regress,1
jpr,2004,xtpcse,1
jpr,2005,estsimp,1
jpr,2005,gllamm,1
jpr,2005,heckman,1
jpr,2005,logit,2
jpr,2005,nbreg,1
jpr,2005,outreg,2
jpr,2005,poisson,1
jpr,2005,probit,1
jpr,2005,regress,1
jpr,2005,streg,1
jpr,2005,xtabond2,1
jpr,2005,xtreg,1
jpr,2006,biprobit,1
jpr,2006,btscs,2
jpr,2006,estsimp,1
jpr,2006,logit,2
jpr,2006,mlogit,1
jpr,2006,probit,1
jpr,2006,regress,2
jpr,2006,relogit,1
jpr,2006,stcox,2
jpr,2006,tobit,1
jpr,2006,xtlogit,1
jpr,2006,xtpcse,1
jpr,2007,btscs,1
jpr,2007,estsimp,1
jpr,2007,logit,5
jpr,2007,nbreg,1
jpr,2007,ologit,1
jpr,2007,oprobit,2
jpr,2007,probit,1
jpr,2007,stcox,1
jpr,2007,xtpcse,2
jpr,2007,xtprobit,1
jpr,2007,zinb,1
jpr,2008,arch,1
jpr,2008,biprobit,1
jpr,2008,btscs,1
jpr,2008,clogit,1
jpr,2008,estsimp,1
jpr,2008,ivreg,1
jpr,2008,logit,7
jpr,2008,mlogit,1
jpr,2008,nbreg,2
jpr,2008,ologit,1
jpr,2008,outreg,2
jpr,2008,pscore,1
jpr,2008,regress,4
jpr,2008,relogit,2
jpr,2008,stcox,6
jpr,2008,streg,3
jpr,2008,xtgee,3
jpr,2008,xtgls,1
jpr,2008,xtreg,3
jpr,2009,dprobit,1
jpr,2009,estsimp,1
jpr,2009,heckman,1
jpr,2009,heckprob,1
jpr,2009,logit,8
jpr,2009,nbreg,1
jpr,2009,newey,1
jpr,2009,ologit,2
jpr,2009,oprobit,1
jpr,2009,outreg,2
jpr,2009,regress,2
jpr,2009,relogit,1
jpr,2009,stcox,2
jpr,2009,streg,1
jpr,2009,xtgee,1
jpr,2009,xtlogit,1
jpr,2009,xtpcse,1
jpr,2009,xtprobit,1
jpr,2009,xtreg,1
jpr,2010,areg,1
jpr,2010,biprobit,1
jpr,2010,btscs,4
jpr,2010,estsimp,4
jpr,2010,heckman,1
jpr,2010,ivprobit,3
jpr,2010,ivreg,1
jpr,2010,logistic,1
jpr,2010,logit,9
jpr,2010,mlogit,1
jpr,2010,nbreg,2
jpr,2010,ologit,1
jpr,2010,outreg,1
jpr,2010,poisson,1
jpr,2010,probit,8
jpr,2010,regress,5
jpr,2010,stcox,6
jpr,2010,streg,2
jpr,2010,var,1
jpr,2010,xtabond2,1
jpr,2010,xtivreg,1
jpr,2010,xtlogit,2
jpr,2010,xtpcse,1
jpr,2010,xtreg,2
jpr,2010,xtregar,1
jpr,2011,btscs,1
jpr,2011,countfit,1
jpr,2011,dprobit,1
jpr,2011,estsimp,2
jpr,2011,heckprob,2
jpr,2011,ivprobit,1
jpr,2011,ivreg2,1
jpr,2011,ivregress,1
jpr,2011,logit,3
jpr,2011,mlogit,1
jpr,2011,nbreg,4
jpr,2011,ologit,5
jpr,2011,probit,5
jpr,2011,qreg,1
jpr,2011,regress,3
jpr,2011,relogit,3
jpr,2011,streg,1
jpr,2011,sureg,1
jpr,2011,tobit,1
jpr,2011,xtabond2,1
jpr,2011,xtlogit,2
jpr,2011,xtreg,3
jpr,2011,xtregar,1
jpr,2011,zinb,1
jpr,2012,btscs,2
jpr,2012,estsimp,4
jpr,2012,heckman,1
jpr,2012,heckprob,2
jpr,2012,ivprobit,1
jpr,2012,ivregress,1
jpr,2012,logit,9
jpr,2012,mlogit,1
jpr,2012,nbreg,5
jpr,2012,poisson,1
jpr,2012,probit,3
jpr,2012,reg3,1
jpr,2012,regress,7
jpr,2012,relogit,3
jpr,2012,sartsel,1
jpr,2012,stcox,3
jpr,2012,streg,3
jpr,2012,xtabond2,1
jpr,2012,xtgee,1
jpr,2012,xtgls,1
jpr,2012,xtivreg2,1
jpr,2012,xtnbreg,2
jpr,2012,xtreg,6
jpr,2012,xtregar,1
jpr,2013,btscs,2
jpr,2013,cnsreg,1
jpr,2013,estsimp,7
jpr,2013,heckman,1
jpr,2013,heckprob,1
jpr,2013,ivregress,1
jpr,2013,logistic,1
jpr,2013,logit,8
jpr,2013,mlogit,3
jpr,2013,nbreg,2
jpr,2013,ologit,3
jpr,2013,outreg,1
jpr,2013,probit,2
jpr,2013,regress,2
jpr,2013,relogit,3
jpr,2013,sartsel,1
jpr,2013,svy:logit,1
jpr,2013,svy:ologit,1
jpr,2013,xtabond,1
jpr,2013,xtgee,1
jpr,2013,xtlogit,2
jpr,2013,xtmelogit,2
jpr,2013,xtpcse,2
jpr,2013,xtreg,1
jpr,2014,btscs,2
jpr,2014,dprobit,1
jpr,2014,estsimp,9
jpr,2014,gologit2,1
jpr,2014,heckman,2
jpr,2014,heckprob,1
jpr,2014,ivpoisson,1
jpr,2014,ivprobit,1
jpr,2014,ivreg,1
jpr,2014,ivreg2,2
jpr,2014,logit,8
jpr,2014,meoprobit,1
jpr,2014,mlogit,1
jpr,2014,nbreg,3
jpr,2014,newey,1
jpr,2014,ologit,4
jpr,2014,oprobit,3
jpr,2014,probit,7
jpr,2014,regress,9
jpr,2014,relogit,1
jpr,2014,stcox,1
jpr,2014,tobit,1
jpr,2014,xtabond2,1
jpr,2014,xtivreg2,1
jpr,2014,xtlogit,2
jpr,2014,xtnbreg,1
jpr,2014,xtpcse,1
jpr,2014,xtpoisson,1
jpr,2014,xtprobit,1
jpr,2014,xtreg,2
jpr,2014,zinb,2
jpr,2015,arima,1
jpr,2015,biprobit,1
jpr,2015,btscs,1
jpr,2015,clogit,1
jpr,2015,estimates:xtpcse,1
jpr,2015,estsimp,4
jpr,2015,firthlogit,1
jpr,2015,gllamm,1
jpr,2015,gologit2,1
jpr,2015,ivreg2,1
jpr,2015,ivregress,1
jpr,2015,logit,13
jpr,2015,mlogit,3
jpr,2015,nbreg,4
jpr,2015,ologit,3
jpr,2015,poisson,1
jpr,2015,probit,3
jpr,2015,regress,2
jpr,2015,relogit,1
jpr,2015,stcox,3
jpr,2015,streg,2
jpr,2015,svy:mlogit,1
jpr,2015,xtabond2,1
jpr,2015,xtivreg,1
jpr,2015,xtlogit,10
jpr,2015,xtnbreg,1
jpr,2015,xtpcse,2
jpr,2015,xtreg,4
jpr,2015,zinb,1
jpr,2016,bootstrap:zinb,1
jpr,2016,btscs,3
jpr,2016,estsimp,4
jpr,2016,gllamm,1
jpr,2016,glm,1
jpr,2016,heckprob,2
jpr,2016,ivprobit,2
jpr,2016,ivreg2,1
jpr,2016,ivregress,2
jpr,2016,logit,15
jpr,2016,melogit,1
jpr,2016,mlogit,3
jpr,2016,nbreg,8
jpr,2016,ologit,3
jpr,2016,omodel,1
jpr,2016,oprobit,1
jpr,2016,outreg,1
jpr,2016,poisson,1
jpr,2016,probit,3
jpr,2016,psmatch2,2
jpr,2016,rc_spline,1
jpr,2016,regress,8
jpr,2016,sem,1
jpr,2016,stcox,9
jpr,2016,streg,1
jpr,2016,sureg,1
jpr,2016,xtabond,1
jpr,2016,xtgee,1
jpr,2016,xtlogit,2
jpr,2016,xtnbreg,2
jpr,2016,xtpcse,1
jpr,2016,xtreg,3
jpr,2016,xtregar,1
jpr,2016,zinb,2
jpr,2017,clogit,1
jpr,2017,estsimp,3
jpr,2017,firthlogit,1
jpr,2017,heckprob,1
jpr,2017,logit,9
jpr,2017,mlogit,2
jpr,2017,nbreg,5
jpr,2017,ologit,3
jpr,2017,oprobit,1
jpr,2017,probit,1
jpr,2017,psmatch2,1
jpr,2017,regress,7
jpr,2017,relogit,1
jpr,2017,stcox,1
jpr,2017,streg,1
jpr,2017,sureg,1
jpr,2017,tlogit,1
jpr,2017,var,1
jpr,2017,vargranger,1
jpr,2017,varsoc,1
jpr,2017,xtivreg,1
jpr,2017,xtpcse,1
jpr,2017,xtreg,3
jpr,2017,zinb,2
jpr,2018,arima,1
jpr,2018,biprobit,2
jpr,2018,btscs,1
jpr,2018,clogit,2
jpr,2018,estsimp,6
jpr,2018,heckprob,1
jpr,2018,heckprobit,1
jpr,2018,ivprobit,2
jpr,2018,ivregress,1
jpr,2018,logit,11
jpr,2018,mlogit,2
jpr,2018,nbreg,6
jpr,2018,oprobit,1
jpr,2018,probit,2
jpr,2018,psmatch2,1
jpr,2018,regress,10
jpr,2018,relogit,3
jpr,2018,streg,2
jpr,2018,svy:regress,1
jpr,2018,var,1
jpr,2018,varsoc,1
jpr,2018,xtlogit,3
jpr,2018,xtnbreg,2
jpr,2018,xtpoisson,1
jpr,2018,xtreg,4
jpr,2019,bootstrap:psmatch2,1
jpr,2019,btscs,3
jpr,2019,estsimp,7
jpr,2019,firthlogit,1
jpr,2019,heckprob,1
jpr,2019,impute,1
jpr,2019,logit,15
jpr,2019,mlogit,2
jpr,2019,nbreg,4
jpr,2019,ologit,4
jpr,2019,probit,1
jpr,2019,psmatch2,2
jpr,2019,reg3,1
jpr,2019,regress,6
jpr,2019,relogit,2
jpr,2019,relogitll,1
jpr,2019,stcox,2
jpr,2019,xtlogit,1
jpr,2019,xtmixed,1
jpr,2019,xtnbreg,4
jpr,2019,xtreg,1
jpr,2019,zinb,3
pan,2010,biprobit,1
pan,2010,ml,1
pan,2010,oprobit,1
pan,2010,regress,3
pan,2011,btscs,1
pan,2011,logit,2
pan,2011,nl,1
pan,2011,probit,1
pan,2011,regress,4
pan,2011,relogit,1
pan,2011,stcox,2
pan,2011,xtgee,1
pan,2011,xthtaylor,1
pan,2011,xtreg,2
pan,2014,clogit,1
pan,2014,dprobit,1
pan,2014,estsimp,1
pan,2014,ivreg2,1
pan,2014,ivregress,2
pan,2014,logit,3
pan,2014,mixlogit,1
pan,2014,nl,2
pan,2014,probit,1
pan,2014,qreg,1
pan,2014,regress,12
pan,2014,svy:logit,2
pan,2014,svy:regress,2
pan,2014,xtmixed,1
pan,2015,ivreg2,1
pan,2015,ivregress,1
pan,2015,logit,2
pan,2015,ml,2
pan,2015,probit,1
pan,2015,regress,2
pan,2015,spreg,1
pan,2015,streg,1
pan,2015,xtreg,1
pan,2016,areg,2
pan,2016,ivreg2,1
pan,2016,ivregress,1
pan,2016,logit,2
pan,2016,nl,1
pan,2016,rdrobust,1
pan,2016,regress,3
pan,2016,xtgee,1
pan,2016,xtivreg,1
pan,2016,xtpcse,1
pan,2016,xtreg,1
pan,2017,btscs,1
pan,2017,probit,1
pan,2017,regress,3
pan,2017,stcox,1
pan,2018,areg,1
pan,2018,ivreg,1
pan,2018,ivregress,2
pan,2018,logit,2
pan,2018,mlogit,1
pan,2018,regress,7
pan,2018,xtabond,1
pan,2018,xtpcse,1
pan,2018,xtreg,4
pan,2018,xtregar,2
pan,2019,logit,1
pan,2019,regress,1
polbehavior,2015,logit,1
polbehavior,2015,mlogit,1
polbehavior,2015,oprobit,1
polbehavior,2015,outreg,1
polbehavior,2015,probit,1
polbehavior,2015,regress,5
polbehavior,2015,sureg,1
polbehavior,2015,svy:regress,1
polbehavior,2015,xtlogit,1
polbehavior,2015,xtreg,1
polbehavior,2016,areg,1
polbehavior,2016,estsimp,1
polbehavior,2016,glm,1
polbehavior,2016,ivregress,1
polbehavior,2016,logit,6
polbehavior,2016,mlogit,2
polbehavior,2016,ologit,2
polbehavior,2016,oprobit,1
polbehavior,2016,probit,2
polbehavior,2016,regress,9
polbehavior,2016,svy:logit,1
polbehavior,2016,svy:ologit,1
polbehavior,2016,svy:probit,1
polbehavior,2016,svy:regress,1
polbehavior,2016,xtmixed,1
polbehavior,2016,xtreg,1
polbehavior,2017,anova,1
polbehavior,2017,areg,1
polbehavior,2017,clogit,1
polbehavior,2017,logit,5
polbehavior,2017,melogit,1
polbehavior,2017,menbreg,1
polbehavior,2017,meologit,1
polbehavior,2017,mixed,1
polbehavior,2017,mlogit,2
polbehavior,2017,ologit,2
polbehavior,2017,regress,16
polbehavior,2017,tobit,1
polbehavior,2017,xtmelogit,2
polbehavior,2017,xtmixed,2
polbehavior,2017,xtreg,1
polbehavior,2018,anova,3
polbehavior,2018,areg,1
polbehavior,2018,asclogit,1
polbehavior,2018,clogit,1
polbehavior,2018,gsem,1
polbehavior,2018,interflex,1
polbehavior,2018,ivregress,1
polbehavior,2018,logistic,1
polbehavior,2018,logit,15
polbehavior,2018,melogit,2
polbehavior,2018,menbreg,1
polbehavior,2018,meologit,1
polbehavior,2018,meqrpoisson,1
polbehavior,2018,mixed,1
polbehavior,2018,mlogit,6
polbehavior,2018,mprobit,1
polbehavior,2018,nbreg,1
polbehavior,2018,ologit,8
polbehavior,2018,oprobit,2
polbehavior,2018,poisson,1
